hom_count,illicit_resources,pop_slums,gini,corruption,pko_troops,pko_police,total_deaths,year,country_id
510,1,NA,34,0.008,0,0,595,2014,200
17,1,NA,34,0.008,0,0,595,2014,200
62,1,NA,34,0.008,0,0,595,2014,200
589,1,NA,34,0.008,0,0,595,2014,200
570,1,NA,33.2,0.008,0,0,595,2015,200
23,1,NA,33.2,0.008,0,0,595,2015,200
59,1,NA,33.2,0.008,0,0,595,2015,200
652,1,NA,33.2,0.008,0,0,595,2015,200
706,1,NA,34.8,0.008,0,0,595,2016,200
18,1,NA,34.8,0.008,0,0,595,2016,200
65,1,NA,34.8,0.008,0,0,595,2016,200
791,1,NA,34.8,0.008,0,0,595,2016,200
726,1,NA,35.1,0.008,0,0,595,2017,200
24,1,NA,35.1,0.008,0,0,595,2017,200
59,1,NA,35.1,0.008,0,0,595,2017,200
803,1,NA,35.1,0.008,0,0,595,2017,200
23,1,NA,NA,0.008,0,0,595,2018,200
61,1,NA,NA,0.008,0,0,595,2018,200
809,1,NA,NA,0.008,0,0,595,2018,200
7673,0,NA,NA,0.562,34,2239,5322,1994,92
7977,0,NA,49.9,0.562,0,124,5322,1995,92
6792,0,NA,51,0.562,0,0,5322,1996,92
6573,0,NA,NA,0.562,0,0,5322,1997,92
5584,0,NA,54.5,0.562,0,0,5322,1998,92
3845,0,NA,52.2,0.562,0,0,5322,1999,92
3551,0,NA,51.5,0.562,0,0,5322,2000,92
3590,0,NA,51.4,0.562,0,0,5322,2001,92
2835,0,NA,51.9,0.562,0,0,5322,2002,92
3356,0,NA,50.5,0.562,0,0,5322,2003,92
3897,0,NA,47.8,0.562,0,0,5322,2004,92
3882,0,28.8999996185303,48.5,0.562,0,0,5322,2005,92
3927,0,NA,45.7,0.562,0,0,5322,2006,92
3497,0,NA,45.2,0.562,0,0,5322,2007,92
3179,0,NA,46.9,0.562,0,0,5322,2008,92
4382,0,NA,45.8,0.562,0,0,5322,2009,92
3987,0,NA,43.5,0.562,0,0,5322,2010,92
4371,0,NA,42.3,0.562,0,0,5322,2011,92
2594,0,NA,41.8,0.562,0,0,5322,2012,92
2513,0,NA,43.4,0.558,0,0,5322,2013,92
3921,0,28.8999996185303,41.6,0.558,0,0,5322,2014,92
6656,0,NA,40.6,0.558,0,0,5322,2015,92
5276,0,22.3999996185303,40,0.558,0,0,5322,2016,92
3942,0,NA,38,0.53,0,0,5322,2017,92
3340,0,22.3999996185303,38.6,0.493,0,0,5322,2018,92
3343,1,77.8000030517578,33.4,NA,0,0,137,2000,771
3678,1,NA,NA,NA,0,0,137,2001,771
3503,1,NA,NA,NA,0,0,137,2002,771
3471,1,NA,NA,NA,0,0,137,2003,771
3902,1,NA,NA,NA,0,0,137,2004,771
3592,1,70.8000030517578,33.2,NA,0,0,137,2005,771
4166,1,NA,NA,NA,0,0,137,2006,771
